tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on s4203-eth3, link-type EN10MB (Ethernet), capture size 262144 bytes
01:15:11.267769 IP 10.0.0.5 > aardvark.university.harvard.edu: ICMP echo request, id 3542, seq 1, length 64
01:15:11.267821 IP aardvark.university.harvard.edu > 10.0.0.5: ICMP echo reply, id 3542, seq 1, length 64
01:15:11.271474 IP 10.0.0.5 > divwhlpt1048016.university.harvard.edu: ICMP echo request, id 3543, seq 1, length 64
01:15:11.271526 IP divwhlpt1048016.university.harvard.edu > 10.0.0.5: ICMP echo reply, id 3543, seq 1, length 64
01:15:11.288118 IP 10.0.0.5 > 10.0.0.9: ICMP echo request, id 3547, seq 1, length 64
01:15:11.288335 IP 10.0.0.9 > 10.0.0.5: ICMP echo reply, id 3547, seq 1, length 64
01:15:11.291953 IP 10.0.0.5 > 10.0.0.10: ICMP echo request, id 3548, seq 1, length 64
01:15:11.292095 IP 10.0.0.10 > 10.0.0.5: ICMP echo reply, id 3548, seq 1, length 64
01:15:11.295383 IP 10.0.0.5 > divmhlpt104804e.university.harvard.edu: ICMP echo request, id 3549, seq 1, length 64
01:15:11.295615 IP divmhlpt104804e.university.harvard.edu > 10.0.0.5: ICMP echo reply, id 3549, seq 1, length 64
01:15:11.299075 IP 10.0.0.5 > hulmhlpt1383001.university.harvard.edu: ICMP echo request, id 3550, seq 1, length 64
01:15:11.299257 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.5: ICMP echo reply, id 3550, seq 1, length 64
01:15:11.302547 IP 10.0.0.5 > 10.0.0.13: ICMP echo request, id 3551, seq 1, length 64
01:15:11.302891 IP 10.0.0.13 > 10.0.0.5: ICMP echo reply, id 3551, seq 1, length 64
01:15:11.306493 IP 10.0.0.5 > 10.0.0.14: ICMP echo request, id 3552, seq 1, length 64
01:15:11.306766 IP 10.0.0.14 > 10.0.0.5: ICMP echo reply, id 3552, seq 1, length 64
01:15:11.310082 IP 10.0.0.5 > 10.0.0.15: ICMP echo request, id 3553, seq 1, length 64
01:15:11.310317 IP 10.0.0.15 > 10.0.0.5: ICMP echo reply, id 3553, seq 1, length 64
01:15:11.313865 IP 10.0.0.5 > 10.0.0.16: ICMP echo request, id 3554, seq 1, length 64
01:15:11.314041 IP 10.0.0.16 > 10.0.0.5: ICMP echo reply, id 3554, seq 1, length 64
01:15:11.319188 IP 10.0.0.6 > taubman-3s-sw1-vl-1.net.harvard.edu: ICMP echo request, id 3555, seq 1, length 64
01:15:11.319234 IP taubman-3s-sw1-vl-1.net.harvard.edu > 10.0.0.6: ICMP echo reply, id 3555, seq 1, length 64
01:15:11.322635 IP 10.0.0.6 > daisy.university.harvard.edu: ICMP echo request, id 3556, seq 1, length 64
01:15:11.322680 IP daisy.university.harvard.edu > 10.0.0.6: ICMP echo reply, id 3556, seq 1, length 64
01:15:11.326198 IP 10.0.0.6 > aardvark.university.harvard.edu: ICMP echo request, id 3557, seq 1, length 64
01:15:11.326250 IP aardvark.university.harvard.edu > 10.0.0.6: ICMP echo reply, id 3557, seq 1, length 64
01:15:11.329504 IP 10.0.0.6 > divwhlpt1048016.university.harvard.edu: ICMP echo request, id 3558, seq 1, length 64
01:15:11.329571 IP divwhlpt1048016.university.harvard.edu > 10.0.0.6: ICMP echo reply, id 3558, seq 1, length 64
01:15:11.343248 IP 10.0.0.6 > 10.0.0.9: ICMP echo request, id 3562, seq 1, length 64
01:15:11.343493 IP 10.0.0.9 > 10.0.0.6: ICMP echo reply, id 3562, seq 1, length 64
01:15:11.346880 IP 10.0.0.6 > 10.0.0.10: ICMP echo request, id 3563, seq 1, length 64
01:15:11.346927 IP 10.0.0.10 > 10.0.0.6: ICMP echo reply, id 3563, seq 1, length 64
01:15:11.350161 IP 10.0.0.6 > divmhlpt104804e.university.harvard.edu: ICMP echo request, id 3564, seq 1, length 64
01:15:11.350208 IP divmhlpt104804e.university.harvard.edu > 10.0.0.6: ICMP echo reply, id 3564, seq 1, length 64
01:15:11.353338 IP 10.0.0.6 > hulmhlpt1383001.university.harvard.edu: ICMP echo request, id 3565, seq 1, length 64
01:15:11.353388 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.6: ICMP echo reply, id 3565, seq 1, length 64
01:15:11.356622 IP 10.0.0.6 > 10.0.0.13: ICMP echo request, id 3566, seq 1, length 64
01:15:11.356859 IP 10.0.0.13 > 10.0.0.6: ICMP echo reply, id 3566, seq 1, length 64
01:15:11.359982 IP 10.0.0.6 > 10.0.0.14: ICMP echo request, id 3567, seq 1, length 64
01:15:11.360034 IP 10.0.0.14 > 10.0.0.6: ICMP echo reply, id 3567, seq 1, length 64
01:15:11.363420 IP 10.0.0.6 > 10.0.0.15: ICMP echo request, id 3568, seq 1, length 64
01:15:11.363467 IP 10.0.0.15 > 10.0.0.6: ICMP echo reply, id 3568, seq 1, length 64
01:15:11.367076 IP 10.0.0.6 > 10.0.0.16: ICMP echo request, id 3569, seq 1, length 64
01:15:11.367124 IP 10.0.0.16 > 10.0.0.6: ICMP echo reply, id 3569, seq 1, length 64
01:15:11.372812 IP hrewhlpt2100046.university.harvard.edu > taubman-3s-sw1-vl-1.net.harvard.edu: ICMP echo request, id 3570, seq 1, length 64
01:15:11.372864 IP taubman-3s-sw1-vl-1.net.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3570, seq 1, length 64
01:15:11.376384 IP hrewhlpt2100046.university.harvard.edu > daisy.university.harvard.edu: ICMP echo request, id 3571, seq 1, length 64
01:15:11.376449 IP daisy.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3571, seq 1, length 64
01:15:11.379668 IP hrewhlpt2100046.university.harvard.edu > aardvark.university.harvard.edu: ICMP echo request, id 3572, seq 1, length 64
01:15:11.379717 IP aardvark.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3572, seq 1, length 64
01:15:11.382843 IP hrewhlpt2100046.university.harvard.edu > divwhlpt1048016.university.harvard.edu: ICMP echo request, id 3573, seq 1, length 64
01:15:11.382891 IP divwhlpt1048016.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3573, seq 1, length 64
01:15:11.397119 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.9: ICMP echo request, id 3577, seq 1, length 64
01:15:11.397267 IP 10.0.0.9 > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3577, seq 1, length 64
01:15:11.400913 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.10: ICMP echo request, id 3578, seq 1, length 64
01:15:11.400962 IP 10.0.0.10 > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3578, seq 1, length 64
01:15:11.404891 IP hrewhlpt2100046.university.harvard.edu > divmhlpt104804e.university.harvard.edu: ICMP echo request, id 3579, seq 1, length 64
01:15:11.404942 IP divmhlpt104804e.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3579, seq 1, length 64
01:15:11.408662 IP hrewhlpt2100046.university.harvard.edu > hulmhlpt1383001.university.harvard.edu: ICMP echo request, id 3580, seq 1, length 64
01:15:11.408711 IP hulmhlpt1383001.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3580, seq 1, length 64
01:15:11.412063 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.13: ICMP echo request, id 3581, seq 1, length 64
01:15:11.412336 IP 10.0.0.13 > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3581, seq 1, length 64
01:15:11.415445 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.14: ICMP echo request, id 3582, seq 1, length 64
01:15:11.415511 IP 10.0.0.14 > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3582, seq 1, length 64
01:15:11.422923 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.15: ICMP echo request, id 3583, seq 1, length 64
01:15:11.422970 IP 10.0.0.15 > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3583, seq 1, length 64
01:15:11.426752 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.16: ICMP echo request, id 3584, seq 1, length 64
01:15:11.426802 IP 10.0.0.16 > hrewhlpt2100046.university.harvard.edu: ICMP echo reply, id 3584, seq 1, length 64
01:15:11.431829 IP 10.0.0.8 > taubman-3s-sw1-vl-1.net.harvard.edu: ICMP echo request, id 3585, seq 1, length 64
01:15:11.431877 IP taubman-3s-sw1-vl-1.net.harvard.edu > 10.0.0.8: ICMP echo reply, id 3585, seq 1, length 64
01:15:11.435166 IP 10.0.0.8 > daisy.university.harvard.edu: ICMP echo request, id 3586, seq 1, length 64
01:15:11.435223 IP daisy.university.harvard.edu > 10.0.0.8: ICMP echo reply, id 3586, seq 1, length 64
01:15:11.438810 IP 10.0.0.8 > aardvark.university.harvard.edu: ICMP echo request, id 3587, seq 1, length 64
01:15:11.438861 IP aardvark.university.harvard.edu > 10.0.0.8: ICMP echo reply, id 3587, seq 1, length 64
01:15:11.442106 IP 10.0.0.8 > divwhlpt1048016.university.harvard.edu: ICMP echo request, id 3588, seq 1, length 64
01:15:11.442158 IP divwhlpt1048016.university.harvard.edu > 10.0.0.8: ICMP echo reply, id 3588, seq 1, length 64
01:15:11.455890 IP 10.0.0.8 > 10.0.0.9: ICMP echo request, id 3592, seq 1, length 64
01:15:11.456204 IP 10.0.0.9 > 10.0.0.8: ICMP echo reply, id 3592, seq 1, length 64
01:15:11.459821 IP 10.0.0.8 > 10.0.0.10: ICMP echo request, id 3593, seq 1, length 64
01:15:11.459967 IP 10.0.0.10 > 10.0.0.8: ICMP echo reply, id 3593, seq 1, length 64
01:15:11.463324 IP 10.0.0.8 > divmhlpt104804e.university.harvard.edu: ICMP echo request, id 3594, seq 1, length 64
01:15:11.463657 IP divmhlpt104804e.university.harvard.edu > 10.0.0.8: ICMP echo reply, id 3594, seq 1, length 64
01:15:11.467168 IP 10.0.0.8 > hulmhlpt1383001.university.harvard.edu: ICMP echo request, id 3595, seq 1, length 64
01:15:11.467321 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.8: ICMP echo reply, id 3595, seq 1, length 64
01:15:11.470782 IP 10.0.0.8 > 10.0.0.13: ICMP echo request, id 3596, seq 1, length 64
01:15:11.471532 IP 10.0.0.13 > 10.0.0.8: ICMP echo reply, id 3596, seq 1, length 64
01:15:11.474675 IP 10.0.0.8 > 10.0.0.14: ICMP echo request, id 3597, seq 1, length 64
01:15:11.474973 IP 10.0.0.14 > 10.0.0.8: ICMP echo reply, id 3597, seq 1, length 64
01:15:11.478523 IP 10.0.0.8 > 10.0.0.15: ICMP echo request, id 3598, seq 1, length 64
01:15:11.478883 IP 10.0.0.15 > 10.0.0.8: ICMP echo reply, id 3598, seq 1, length 64
01:15:11.482457 IP 10.0.0.8 > 10.0.0.16: ICMP echo request, id 3599, seq 1, length 64
01:15:11.482600 IP 10.0.0.16 > 10.0.0.8: ICMP echo reply, id 3599, seq 1, length 64
01:15:11.501533 IP 10.0.0.9 > 10.0.0.5: ICMP echo request, id 3604, seq 1, length 64
01:15:11.501577 IP 10.0.0.5 > 10.0.0.9: ICMP echo reply, id 3604, seq 1, length 64
01:15:11.505163 IP 10.0.0.9 > 10.0.0.6: ICMP echo request, id 3605, seq 1, length 64
01:15:11.505209 IP 10.0.0.6 > 10.0.0.9: ICMP echo reply, id 3605, seq 1, length 64
01:15:11.508349 IP 10.0.0.9 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3606, seq 1, length 64
01:15:11.508386 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.9: ICMP echo reply, id 3606, seq 1, length 64
01:15:11.511481 IP 10.0.0.9 > 10.0.0.8: ICMP echo request, id 3607, seq 1, length 64
01:15:11.511512 IP 10.0.0.8 > 10.0.0.9: ICMP echo reply, id 3607, seq 1, length 64
01:15:11.560864 IP 10.0.0.10 > 10.0.0.5: ICMP echo request, id 3619, seq 1, length 64
01:15:11.560905 IP 10.0.0.5 > 10.0.0.10: ICMP echo reply, id 3619, seq 1, length 64
01:15:11.564176 IP 10.0.0.10 > 10.0.0.6: ICMP echo request, id 3620, seq 1, length 64
01:15:11.564218 IP 10.0.0.6 > 10.0.0.10: ICMP echo reply, id 3620, seq 1, length 64
01:15:11.567711 IP 10.0.0.10 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3621, seq 1, length 64
01:15:11.567746 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.10: ICMP echo reply, id 3621, seq 1, length 64
01:15:11.571495 IP 10.0.0.10 > 10.0.0.8: ICMP echo request, id 3622, seq 1, length 64
01:15:11.571562 IP 10.0.0.8 > 10.0.0.10: ICMP echo reply, id 3622, seq 1, length 64
01:15:11.615016 IP divmhlpt104804e.university.harvard.edu > 10.0.0.5: ICMP echo request, id 3634, seq 1, length 64
01:15:11.615050 IP 10.0.0.5 > divmhlpt104804e.university.harvard.edu: ICMP echo reply, id 3634, seq 1, length 64
01:15:11.618048 IP divmhlpt104804e.university.harvard.edu > 10.0.0.6: ICMP echo request, id 3635, seq 1, length 64
01:15:11.618083 IP 10.0.0.6 > divmhlpt104804e.university.harvard.edu: ICMP echo reply, id 3635, seq 1, length 64
01:15:11.621477 IP divmhlpt104804e.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3636, seq 1, length 64
01:15:11.621511 IP hrewhlpt2100046.university.harvard.edu > divmhlpt104804e.university.harvard.edu: ICMP echo reply, id 3636, seq 1, length 64
01:15:11.624630 IP divmhlpt104804e.university.harvard.edu > 10.0.0.8: ICMP echo request, id 3637, seq 1, length 64
01:15:11.624679 IP 10.0.0.8 > divmhlpt104804e.university.harvard.edu: ICMP echo reply, id 3637, seq 1, length 64
01:15:11.670077 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.5: ICMP echo request, id 3649, seq 1, length 64
01:15:11.670113 IP 10.0.0.5 > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3649, seq 1, length 64
01:15:11.673650 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.6: ICMP echo request, id 3650, seq 1, length 64
01:15:11.673696 IP 10.0.0.6 > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3650, seq 1, length 64
01:15:11.677296 IP hulmhlpt1383001.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3651, seq 1, length 64
01:15:11.677332 IP hrewhlpt2100046.university.harvard.edu > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3651, seq 1, length 64
01:15:11.680645 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.8: ICMP echo request, id 3652, seq 1, length 64
01:15:11.680681 IP 10.0.0.8 > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3652, seq 1, length 64
01:15:11.727557 IP 10.0.0.13 > 10.0.0.5: ICMP echo request, id 3664, seq 1, length 64
01:15:11.727592 IP 10.0.0.5 > 10.0.0.13: ICMP echo reply, id 3664, seq 1, length 64
01:15:11.730867 IP 10.0.0.13 > 10.0.0.6: ICMP echo request, id 3665, seq 1, length 64
01:15:11.730900 IP 10.0.0.6 > 10.0.0.13: ICMP echo reply, id 3665, seq 1, length 64
01:15:11.734262 IP 10.0.0.13 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3666, seq 1, length 64
01:15:11.734298 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.13: ICMP echo reply, id 3666, seq 1, length 64
01:15:11.737938 IP 10.0.0.13 > 10.0.0.8: ICMP echo request, id 3667, seq 1, length 64
01:15:11.737982 IP 10.0.0.8 > 10.0.0.13: ICMP echo reply, id 3667, seq 1, length 64
01:15:11.782042 IP 10.0.0.14 > 10.0.0.5: ICMP echo request, id 3679, seq 1, length 64
01:15:11.782088 IP 10.0.0.5 > 10.0.0.14: ICMP echo reply, id 3679, seq 1, length 64
01:15:11.785417 IP 10.0.0.14 > 10.0.0.6: ICMP echo request, id 3680, seq 1, length 64
01:15:11.785461 IP 10.0.0.6 > 10.0.0.14: ICMP echo reply, id 3680, seq 1, length 64
01:15:11.789028 IP 10.0.0.14 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3681, seq 1, length 64
01:15:11.789084 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.14: ICMP echo reply, id 3681, seq 1, length 64
01:15:11.792209 IP 10.0.0.14 > 10.0.0.8: ICMP echo request, id 3682, seq 1, length 64
01:15:11.792258 IP 10.0.0.8 > 10.0.0.14: ICMP echo reply, id 3682, seq 1, length 64
01:15:11.839505 IP 10.0.0.15 > 10.0.gth 64
01:15:11.670113 IP 10.0.0.5 > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3649, seq 1, length 64
01:15:11.673650 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.6: ICMP echo request, id 3650, seq 1, length 64
01:15:11.673696 IP 10.0.0.6 > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3650, seq 1, length 64
01:15:11.677296 IP hulmhlpt1383001.university.harvard.edu > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3651, seq 1, length 64
01:15:11.677332 IP hrewhlpt2100046.university.harvard.edu > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3651, seq 1, length 64
01:15:11.680645 IP hulmhlpt1383001.university.harvard.edu > 10.0.0.8: ICMP echo request, id 3652, seq 1, length 64
01:15:11.680681 IP 10.0.0.8 > hulmhlpt1383001.university.harvard.edu: ICMP echo reply, id 3652, seq 1, length 64
01:15:11.727557 IP 10.0.0.13 > 10.0.0.5: ICMP echo request, id 3664, seq 1, length 64
01:15:11.727592 IP 10.0.0.5 > 10.0.0.13: ICMP echo reply, id 3664, seq 1, length 64
01:15:11.730867 IP 10.0.0.13 > 10.0.0.6: ICMP echo request, id 3665, seq 1, length 64
01:15:11.730900 IP 10.0.0.6 > 10.0.0.13: ICMP echo reply, id 3665, seq 1, length 64
01:15:11.734262 IP 10.0.0.13 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3666, seq 1, length 64
01:15:11.734298 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.13: ICMP echo reply, id 3666, seq 1, length 64
01:15:11.737938 IP 10.0.0.13 > 10.0.0.8: ICMP echo request, id 3667, seq 1, length 64
01:15:11.737982 IP 10.0.0.8 > 10.0.0.13: ICMP echo reply, id 3667, seq 1, length 64
01:15:11.782042 IP 10.0.0.14 > 10.0.0.5: ICMP echo request, id 3679, seq 1, length 64
01:15:11.782088 IP 10.0.0.5 > 10.0.0.14: ICMP echo reply, id 3679, seq 1, length 64
01:15:11.785417 IP 10.0.0.14 > 10.0.0.6: ICMP echo request, id 3680, seq 1, length 64
01:15:11.785461 IP 10.0.0.6 > 10.0.0.14: ICMP echo reply, id 3680, seq 1, length 64
01:15:11.789028 IP 10.0.0.14 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3681, seq 1, length 64
01:15:11.789084 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.14: ICMP echo reply, id 3681, seq 1, length 64
01:15:11.792209 IP 10.0.0.14 > 10.0.0.8: ICMP echo request, id 3682, seq 1, length 64
01:15:11.792258 IP 10.0.0.8 > 10.0.0.14: ICMP echo reply, id 3682, seq 1, length 64
01:15:11.839505 IP 10.0.0.15 > 10.0.0.5: ICMP echo request, id 3694, seq 1, length 64
01:15:11.839539 IP 10.0.0.5 > 10.0.0.15: ICMP echo reply, id 3694, seq 1, length 64
01:15:11.842809 IP 10.0.0.15 > 10.0.0.6: ICMP echo request, id 3695, seq 1, length 64
01:15:11.842845 IP 10.0.0.6 > 10.0.0.15: ICMP echo reply, id 3695, seq 1, length 64
01:15:11.846115 IP 10.0.0.15 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3696, seq 1, length 64
01:15:11.846152 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.15: ICMP echo reply, id 3696, seq 1, length 64
01:15:11.849558 IP 10.0.0.15 > 10.0.0.8: ICMP echo request, id 3697, seq 1, length 64
01:15:11.849590 IP 10.0.0.8 > 10.0.0.15: ICMP echo reply, id 3697, seq 1, length 64
01:15:11.894203 IP 10.0.0.16 > 10.0.0.5: ICMP echo request, id 3709, seq 1, length 64
01:15:11.894238 IP 10.0.0.5 > 10.0.0.16: ICMP echo reply, id 3709, seq 1, length 64
01:15:11.897314 IP 10.0.0.16 > 10.0.0.6: ICMP echo request, id 3710, seq 1, length 64
01:15:11.897349 IP 10.0.0.6 > 10.0.0.16: ICMP echo reply, id 3710, seq 1, length 64
01:15:11.900352 IP 10.0.0.16 > hrewhlpt2100046.university.harvard.edu: ICMP echo request, id 3711, seq 1, length 64
01:15:11.900388 IP hrewhlpt2100046.university.harvard.edu > 10.0.0.16: ICMP echo reply, id 3711, seq 1, length 64
01:15:11.903637 IP 10.0.0.16 > 10.0.0.8: ICMP echo request, id 3712, seq 1, length 64
01:15:11.903683 IP 10.0.0.8 > 10.0.0.16: ICMP echo reply, id 3712, seq 1, length 64
01:15:44.770210 IP6 mininet > ip6-allrouters: ICMP6, router solicitation, length 16
01:15:48.866414 IP6 mininet > ip6-allrouters: ICMP6, router solicitation, length 16
01:17:39.458700 IP6 mininet > ip6-allrouters: ICMP6, router solicitation, length 16
01:17:41.506014 IP6 
